,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/190.wav,unknown,v ø x ɛ d ɨ ɪ θ k ɔ n a t r ɨ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/429.wav,unknown,b a k a r l ɑ v oː t p r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/398.wav,unknown,ɪ s t f ɡ r a v k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/483.wav,unknown,m e k r o z i j a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/233.wav,unknown,ts i z e t e v s e d o p k r i k k r a f u n i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/611.wav,unknown,f k o l k a m o ʒ u n a e t e t e k p e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/434.wav,unknown,ts a k t u d y d ɲ tʃ e s t v ɑ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/268.wav,unknown,iː v ɔ l ʃ ə n e p k r e i s x o n dʒ ə t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/326.wav,unknown,p u k ɔ s y m b a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/577.wav,unknown,ɪ z ə n k r a ç t o v a n e m b a v a v l ɔ k a x z ə k r a t v ɔ ɔ n e t ʌ v s a v a ŋ ɡ a x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/315.wav,unknown,d e m aɪ j oː s ɔ v n ə n ʃ k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/588.wav,unknown,v ɪ l p i n p iː v ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/633.wav,unknown,ɡ ʌ t e j e t ʌ ʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/962.wav,unknown,ɡ a v o t e t i n o ʒ u n a u n s e k r t e d ɲ e j e e s i n d e n i n o ʒ n a o m y n e e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/855.wav,unknown,n o θ ɡ a l t o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/997.wav,unknown,i d e k k r i v a n e m o ʒ ʌ t v oː t m o n t k k r y
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/977.wav,unknown,ɡ a n e k l s i l l e ʒ e n i a m b o d n a ɡ r ɔ ʒ o l a ɡ o n ʃ i k a f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/199.wav,unknown,v e d e t a v o m e p r i p r a d o o s a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/567.wav,unknown,s e t e t f a n n a j e a m v u l a k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/232.wav,unknown,n a d a s i m l i n i t t e m u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/766.wav,unknown,r e s a s k a f a m ʌ ŋ ɡ l a v k r i v o k r a d v o l ʌ s i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/734.wav,unknown,k r o d v ʌ m e d aː l e x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/906.wav,unknown,k e d i n o n n e e ʃ t a t e a m e k t r i k i t u t p a m ɪ n ʃ ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/219.wav,unknown,k e ɲ e ɡ i k u l t a t o p k r a f a h a ʎ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/81.wav,unknown,d a v i l d ɔ m b i l ʌ v a k a ʎ i n i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/503.wav,unknown,k a k d i l ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/86.wav,unknown,p e t r l a z ʌ k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/800.wav,unknown,m a l z i d l a l e ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/276.wav,unknown,a ɡ r t i s t n e v e d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/747.wav,unknown,p k r aɪ z ɪ n n oː s ɡ k l o m x k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/909.wav,unknown,tʃ i p s e o l tʃ i n k a l a k r e n i i v k r e d ʌ n e e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/716.wav,unknown,r i r k k aɪ o ʃ i n e θ o n ts e s n n e ŋ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/163.wav,unknown,d i l a v k r aɪ z ə v a l t s t v a n b v x a d y m ʌ t a l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/188.wav,unknown,a ɲ i k a ɡ d a n i o v i ʒ o ʃ o n ts e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/958.wav,unknown,b o ɡ r a s a t p k r e d o m e t e o v l o n dʒ e n e s a l m a l o t e e z a t e e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/519.wav,unknown,m ɔ l v ɹ e t e k k l a z ə v o d ɪ t ə n y n e o v ʃ e s t o k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/920.wav,unknown,p a v a ɡ l o t k p a k r k o k l a z v i l d e t ʃ e n n i ç
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/732.wav,unknown,k r ɑ ʒ ʃ p a f ɑ e s s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/981.wav,unknown,k r i v a l k v e s e l e e s ə n l e s k a m b oː n e s t q o l t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/327.wav,unknown,n e d e f a v q o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/340.wav,unknown,ʒ eː k f uː v tʃ ʌ m ʌ n d a n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/870.wav,unknown,v ɡ r e t k k r i l ʌ s a z ʌ n ɪ s t aɪ ʌ t ʌ l e v ø k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/530.wav,unknown,p a v e k r o n e t e n e l l e v o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/762.wav,unknown,a f t e k k a n e ŋ ɡ i l o v i l k o p r i t k k r o b q o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/915.wav,unknown,l e t e d e l e ts a p k o s t a b i s k a n e ʃ n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/198.wav,unknown,n d o m aɪ s a m d i l aɪ s a m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/217.wav,unknown,s e m o k r a j e n a k a k r m e l i k r e s a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/591.wav,unknown,n e r e ʒ o s u m e l s ɯ n d o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/877.wav,unknown,n e s k i d i l aː l ʃ t e n i z u m ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/976.wav,unknown,a p a z i ts e e m ɲ e n i n o ʒ o n a v o n a o k e d a b o n e j t i i s t i n u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/868.wav,unknown,ɡ r a v a t b e z z ʌ ʃ e t ə n y x k r e j ɪ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/749.wav,unknown,b a l t o n e k l a θ f a f k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/865.wav,unknown,d ʊ v ɔ l k a d i l e f o t ʊ v ɔ l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/430.wav,unknown,n a ɡ ɨ s k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/70.wav,unknown,u z l aː tʃ n a j e m e s t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/696.wav,unknown,ʌ f p a l f l ʌ t t ʌ ʒ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/857.wav,unknown,n a ɡ a s u v a l a s a m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/173.wav,unknown,l o ʒ u v a v a k r m i d e l e ts e k k r i a r z y z n e j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/79.wav,unknown,z a k r e t t a l a n t v e z e m l o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/757.wav,unknown,d a k r i a l k a i s p o l t t a k t a l v i t a ŋ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/585.wav,unknown,p a k k ɪ n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/382.wav,unknown,v a l s l e d t s t e v e e n i m p a ŋ ɡ o n d ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/688.wav,unknown,a l o tʃ e l m a n e n t k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/938.wav,unknown,p a d o ʃ k a p k r e e t n x a l a dʒ i t ʃ o k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/273.wav,unknown,o m i n e n e t m i n d i ts e n ts k e s k r a x o v k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/525.wav,unknown,v ʌ ɡ a v a k r e t e f ɑ n o ŋ ɡ l e s k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/50.wav,unknown,k r a n d i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/203.wav,unknown,e z e l o n i m aɪ l o b i m u ts v e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/80.wav,unknown,z a t i r n o l k a ɲ i t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/626.wav,unknown,v s k o m n y ɡ e m e k r i a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/281.wav,unknown,q a d tʃ aː e n n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/576.wav,unknown,v e t o ɡ i l z d i s n y m b o l d e t n i tʃ e v o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/439.wav,unknown,t a l l a ɡ i n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/42.wav,unknown,k a m p a ɲ i a u k r o ts i k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/210.wav,unknown,i ts e k n e p ʌ n v i d i l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/892.wav,unknown,l e s k i j a u f a n a k k l e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/942.wav,unknown,s p a t t y t e k r i t i s e v z e n n e ɔ tʃ e n p a l l e z ə n ə z ɪ n d e ɾ a ɡ r o ɡ a n i z u m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/838.wav,unknown,ɡ a l e v aː a f e k k r e d a tʃ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/903.wav,unknown,f ʌ l a ŋ k a k r ɡ e n t i n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/292.wav,unknown,k a dʒ d e t e i n dʒ o t n t ɔ ʒ y dʒ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/582.wav,unknown,θ o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/851.wav,unknown,ɡ r a ʃ aɪ s ɡ r a n n i k d a v o d e t v e t e r k r ts i v e s f o r t n i k a m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/63.wav,unknown,a ɡ r ʌ f e n p k r a ɡ l a ts i l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/831.wav,unknown,k ʌ v t ʌ n oʊ s i t i s k aɪ t aɪ ts i t uː a t ts i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/692.wav,unknown,i s k l o ts j o n i ɪ z u n i v e k s i t e t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/969.wav,unknown,b i t ɡ k r o s u v e ts e l a j e ts l e p e k o ʃ aɪ j e ʃ ɡ a b l e k e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/360.wav,unknown,v o v i k b r u x p o ts e ts j a l n e l e ts n i ts e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/951.wav,unknown,n a tʃ a n i k m aɪ j e v o a t ʌ d eː l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/287.wav,unknown,j e s l o p u m u ŋ k r o k v m e s t s e tʃ a s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/794.wav,unknown,p k r o p s k u v ʌ p ʃ e ʒ ʌ t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/652.wav,unknown,k r ɛ ð ə n m ø θ t ɨ ð a n oː n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/650.wav,unknown,v eː ð r a b ɡ l oː s ʌ v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/137.wav,unknown,n o l a d ə n a i r a t o ʒ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/445.wav,unknown,q a k m ɑ ʒ y n a d a b o k k r a e d o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/833.wav,unknown,v a b a l l i v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/477.wav,unknown,t ɔ v ʉ x ɛ t i t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/375.wav,unknown,t a ʒ n aː tʃ i t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/16.wav,unknown,ʌ v aː ʃ ɪ tʃ e s a l t s t aɪ o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/516.wav,unknown,d ə d e v ʌ l d ə r aɪ f i s o v b e k k r ʌ n a k k t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/205.wav,unknown,a n e m a ŋ ɡ o l t e k k s t i t a b o k r i k o s e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/580.wav,unknown,n i d e r l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/467.wav,unknown,a v ɪ l d a t e l s t ə v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/478.wav,unknown,d a b o k r a ts a n a m a ʃ e n e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/836.wav,unknown,i ɡ ʌ k r a v aɪ s i t u a t ts i ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/883.wav,unknown,k a f e s i m m e ʎ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/157.wav,unknown,p ɹ a s i l l a k r a v a l t j aː d o d a m uː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/898.wav,unknown,s e θ k r a m ə ɲ i l l o n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/21.wav,unknown,k r a z k r a v o l t k a e v e e m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/134.wav,unknown,p ɑ ɡ l a v s k i t r i s t ɔ l ʒ e l ɲ i ŋ k a v a k t r y ʃ a x ɔ l ʃ ɪ ʃ e j e x aɪ t r j e ɡ i p i t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/329.wav,unknown,b ɔ s ʌ p s k a z a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/269.wav,unknown,d a v e k l a j u j i m u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/714.wav,unknown,o m a n p ʌ m u ŋ k k r e x tʃ e t i l i ə n n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/527.wav,unknown,ʃ ɛ f l d ɪ v ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/946.wav,unknown,k o k r i t t a m v a k p k r i d o m a l i n dʒ e t s i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/878.wav,unknown,v ɔ ɡ r i f s m a k a k k r o n e m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/380.wav,unknown,k a n t a k t ə a t f a l i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/687.wav,unknown,ʌ b ʌ l i l v a d oː k r o s k ʌ v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/918.wav,unknown,o s i n n i ts o t u n n e n i e e k k r e s e t o v e l a t i x k k r o n d e k r e r i j e f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/166.wav,unknown,s k a z e t i j e ɔ b e t ʌ m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/881.wav,unknown,v a n n aɪ b u l a s e v m e s i n aɪ t o l e t ʌ m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/959.wav,unknown,t a t r e v aɪ t k a k ʌ v f aɪ s i l e d ə ɲ i r r a z
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/29.wav,unknown,a ɡ o k r a ɲ i tʃ e n i j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/222.wav,unknown,e m s k i a ŋ ɡ o t p r a t o x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/649.wav,unknown,ɡ ə k r e b ɪ n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/31.wav,unknown,e s n a v aɪ b o l k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/562.wav,unknown,ʌ v o d t v i n o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/522.wav,unknown,t a k ɑ j e s e v o l d y n e t i s l o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/720.wav,unknown,k oː p iː t x ʌ l e m p
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/456.wav,unknown,ə f tʃ e k k l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/390.wav,unknown,d a b ʌ l l i ts ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/803.wav,unknown,ɡ e l b i l e m ʌ v a n i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/526.wav,unknown,f ʌ k ɔ n aɪ n oː ʃ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/175.wav,unknown,s e v i tʃ a ɡ a k r i t u ʒ e s o l t k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/574.wav,unknown,k a v ɯ d e tʃ i l ʌ v i k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/60.wav,unknown,ð v i k r j ɔ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/179.wav,unknown,d o n a k a l f e l ə n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/136.wav,unknown,j a e d o v o k r i m p i t o l t k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/697.wav,unknown,v k oː s ʌ n eɪ v o k r s s e θ n i t a n ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/144.wav,unknown,m ʌ n e v s i ɡ d a v i d o t n ʌ n d e t i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/484.wav,unknown,s i v m iː ɡ f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/312.wav,unknown,j eː ʃ f ɛ l a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/97.wav,unknown,l i b a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/790.wav,unknown,d e z e d a k r a n t v i z v e f a x a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/68.wav,unknown,e k a d e t ts i n eɪ t r o ŋ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/823.wav,unknown,k r i k o l a d e n oɪ p k a ɡ k r a n m i k l a v a n i dʒ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/867.wav,unknown,aʊ d i d o k k r i e k r d ə v e s t i d v a l ts ə t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/486.wav,unknown,ɔ n m aɪ b u k k r a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/151.wav,unknown,a b v e t f y n a ɡ a p i ɡ o tʃ aɪ i j e ŋ p b o l t e k r o v o k k r o n t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/988.wav,unknown,k l o v ɑ k i b aɪ s e n m a ʒ t n a x v o ŋ ɡ aɪ t ɲ e k t ʌ k l y x l dʒ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/643.wav,unknown,n e v ʌ k r ɔ t f n a j y z a tʃ aː t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/252.wav,unknown,v ə t a m s e k k r e t z ɪ n t a k r ɔ v ʌ x v a l l oː s m e n d a m a k r y k ə l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/181.wav,unknown,d a v o t f o l d y ɲ e n t aɪ r e k a m p p ø l i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/675.wav,unknown,n e m ɔ ɡ ʌ f ʉ z ɛ m ʌ l d t ɛ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/6.wav,unknown,e t a m o k r a m v aɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/774.wav,unknown,t r o tʃ k a v ʊ k k r aɪ f e l e ʃ k a k v o l t t o k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/700.wav,unknown,ɪ s ð i a l o n i s e ŋ ɡ ʊ n a l s e v e t a f o l k r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/659.wav,unknown,d ɨ d a ɡ aɪ ʌ k ɡ r ʌ ð ɬ ø v a ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/279.wav,unknown,ɲ e z d a k r o v oɪ k r r a z u m v i s ts e l o n ʌ t o l a v i ʃ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/298.wav,unknown,t i s k i v a o u z o m b e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/266.wav,unknown,m e v o d u v a j a m ɡ o l d a e p ʃ i t aː i p ʃ a ɡ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/603.wav,unknown,j a s k i n o l k e m b e t i k t o k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/106.wav,unknown,p a b ɡ ʌ n n a l i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/812.wav,unknown,a d v e k r a t i v o n aɪ a p a n ɪ t ts n e s k i n t aɪ m n ə iː ɡ a n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/974.wav,unknown,m y l a ʌ tʃ i ʃ aɪ j i t a ŋ k t r ɡ a n i z y m v ʌ n i e ʃ n i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/243.wav,unknown,d i s t e f y l e v n a p o t u k a tʃ f e l ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/475.wav,unknown,uː r θ t eː x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/216.wav,unknown,l a t f e t e k r e s e k i t r o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/3.wav,unknown,b o m a ŋ ɡ a j e s t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/660.wav,unknown,k r eɪ ð ɪ n ɡ p k r aɪ z r ʌ d ø n ɪ ɬ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/51.wav,unknown,e t o d e l l a a v o l tʃ e ɲ i e i l e k u z a n m n e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/583.wav,unknown,n k o k r y s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/306.wav,unknown,ʒ e l aɪ ʌ v s a m ʌ v ʌ n aɪ l o t ɹ ʌ v ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/810.wav,unknown,v i d e o ɡ a k t a ʃ t k l a s ts i k r o f x k aɪ m u l tʃ e s e t e k k r o t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/806.wav,unknown,d a k ts e t a k ʃ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/814.wav,unknown,k o l d e k a l x o n l a ʒ u d e n i z i n k r a l n a v a p k r a t ts e s a k l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/744.wav,unknown,b o e s i ʎ e r o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/160.wav,unknown,k ʌ d e b ʌ ʌ n i m v ʌ l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/934.wav,unknown,k r i v a p o l a v aɪ i t ʌ v ɡ ə k r e z ə n aɪ v a dʒ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/804.wav,unknown,i ɡ k r a v oː n oː t b o k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/415.wav,unknown,a b u k r a z a v a n i ʒ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/993.wav,unknown,r e t s o n ts a s a ɡ ɡ r e v aɪ k a n e n oɪ t i ts u n
