,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1983.wav,unknown,m a s i l aː l i v k a v a i l e p a d s o l n i tʃ n e e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1899.wav,unknown,ɛ ʃ ɔ l t b a d eː ɡ r ɛ f ʃ oː x ts ə ʃ ɪ n n ɪ t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1379.wav,unknown,m e d ʌ l d e n n i k r o t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1987.wav,unknown,s k r i f k a v a l o s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1304.wav,unknown,e t i ɲ o n n i u ɡ a l o k ʌ v p a r k i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1347.wav,unknown,ɡ r iː m v oː n ʌ n ɡ r i θ oː t n e s t j eː n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1892.wav,unknown,ɡ r a n ʃ ø s d ɔ l t k n i θ p a v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1417.wav,unknown,v e f e l e d i n ɡ r a ʒ a d e n e a s ɡ r o ts e a n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1157.wav,unknown,ʃ iː s t aɪ a v a d t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1597.wav,unknown,ə n d a v aɪ s k r eː t i m θ e ʌ l z ɑː v r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1371.wav,unknown,d o k r o ʒ v a n e ts a t p a d d e k r u s k o e p a n i m a n e e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1029.wav,unknown,k r a v o t a n e n t s e v o k l o tʃ k e l i n e s t n o m o k r o s s t o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1823.wav,unknown,v e ɡ l e d e ʃ x a k r a ʃ o s e v o l t i n e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1313.wav,unknown,t e ts e n a p k r a v a d e s e n d a d ʃ i b e tʃ o t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1427.wav,unknown,ɡ o s t aɪ s h o p 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1420.wav,unknown,p i k k r o v aɪ p a t ts e l oɪ o m v ʌ ʎ o b v ʌ l o n n e x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1257.wav,unknown,ɡ ə k k r ʌ m p k ɪ x t t ə n m eː x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1195.wav,unknown,n e ʒ y d n aɪ p ɑ t s e l o ʃ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1905.wav,unknown,ɑ n o ʒ ɛ ʌ ʃ ɔ l d a m m oː ð 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1909.wav,unknown,k t a t a s t a v i s e v a j o t a k p r j e n t o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1454.wav,unknown,ʒ e z i n b e z p k r i k l o e n i s t k o t f n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1902.wav,unknown,n eː ð ə n aː ʌ v tʃ ʌ m d i l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1250.wav,unknown,r e t e k r u d o l t s i l e n a s e dʒ o ŋ k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1321.wav,unknown,o h t k r e n i t o m a n n a p a l e q 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1886.wav,unknown,f a n a d o ɡ r a v ʌ l aɪ j o s v e p o s k a p k o n t a p aɪ i d œ ʃ p s n l e ʃ k o l e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1291.wav,unknown,p e n e n n e n v e k r r i k o a k e a l n o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1144.wav,unknown,a ŋ ɡ ʌ k r a m n i ɪ n b e l i m i n t i v e n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1738.wav,unknown,o l y p k a z e l o ɡ o θ s p e x a v l o b y x n a tʃ i n a n i a x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1395.wav,unknown,ɡ ʌ l o v ɔ ɡ i v z ə n ɡ ʌ l ɛ d m ɔ ʒ ʌ t k r e θ k k r i d m u n o ɡ a t aɪ n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1175.wav,unknown,i n i a k eː t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1206.wav,unknown,l a d k aɪ a p a v eː p r x ʌ n h ʌ t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1718.wav,unknown,m i k r n e s p o k r a v e d l y v n o e t a n e m p o v a d v i l a a l t tʃ a e n i a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1190.wav,unknown,m a k r i s s k oɪ b u k k r i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1154.wav,unknown,d i x i z v o k k r o tʃ i e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1875.wav,unknown,v i t s k l ç k a v k r i m i n i oː x ɔ n d i d n a t ɔ ʃ t ɔ v ə p k r i ŋ ɡ a t ɔ r v i d a v i l b 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1610.wav,unknown,d a m ɔ l t ʃ i n k k r a s t i v i z a k a l t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1562.wav,unknown,oː ɪ v ɛ tʃ t i a n b a l z ə d a l n ɛ s ə v ɪ d a n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1648.wav,unknown,eː t n n i m a j o n t i l v a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1958.wav,unknown,o tʃ ʃ t a k k r a v o t a j e t n d a s k a l k e tʃ e s o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1810.wav,unknown,k r e k a m i n d oː o n a ɛ t s s a m ʌ x k l e s i tʃ ʌ s k i x k ʌ ɲ i ŋ p 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1593.wav,unknown,ə ʃ t o p e s o n a l t k r e k s e v ɔ l t ə n e a v l t e k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1833.wav,unknown,j e d ɔ l ʒ ə n p a n d k a t a v e ts a k k p r e z e n t a s i ʌ v p a n i n t e l n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1141.wav,unknown,m e x k eː f ʃ y s t ɪ x q a tʃ j o n n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1408.wav,unknown,ɡ a k p r a tʃ i v f e k a l a d v x a l o t u n o j o p a l ɡ o n d o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1073.wav,unknown,v a l t f ɔ m ɡ ʌ k ɡ r o z 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1506.wav,unknown,v e r k t i ə v s ɪ l b e ɪ s t v aɪ eː v aɪ z ə m ɔ r ə n n ɪ s t ɪ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1438.wav,unknown,k r ʌ ʒ a v ɨ z a m o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1793.wav,unknown,e t e a l tʃ i n l e x k o n d i n l a j e ts a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1863.wav,unknown,z a v e k r i m e n e t e k r e z d e v a l ts e t m i n o t j a o ʒ e v o x a ʒ o i z d o m a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1254.wav,unknown,l i θ t i p a d a l i s n d e k p r e v i e v o l s e n i v o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1953.wav,unknown,a s t a n ɔ f ɡ r a v t o m v o l θ e t o t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1089.wav,unknown,s a n l a t k i m i d 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1393.wav,unknown,e k r i d a ʒ t d e l e v e d e n m a l ʒ a t v ʌ z ə v aɪ t d e p k r e θ e o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1634.wav,unknown,n i a b x a d e m a s t i z a b o k e t a t e t e m a t u f s i x e z z b u k r i t e n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1844.wav,unknown,t e m v e t e n o ʒ n p k r i ɲ e d k a k t a k k a k e s t i v f k r a d a l ʒ a t ʒ y t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1383.wav,unknown,s e n m i j e e t a a p o k r a i p a n d d e k r u s k a u v ʒ e z n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1412.wav,unknown,o l t k r i n e z e k p r e t k a n t i l a z d a k r ɔ v i e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1369.wav,unknown,p r a m v o t a n a d a ʃ o b k a m i k l o tʃ k u s p e x o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1649.wav,unknown,tʃ eː v ɔ d ø d a k k r e θ k r oː l d s a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1655.wav,unknown,o v k a t a k r i tʃ e s m e v e x o d o p n a k r a m v o t o z a v k r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1901.wav,unknown,n o ʒ o n a n a tʃ i n aɪ t e k a n o m i t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1090.wav,unknown,j a m n e n k o l aː v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1580.wav,unknown,k t o n e m v oː t m ɔ ʒ ʌ t p a m ɑ l t f ʌ m n e p k r i ŋ k a t o v i t a b e d 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1168.wav,unknown,v e k k r i l d e v aɪ o l f e s j a k r a n d o ŋ ɡ aɪ d o ʒ u d 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1390.wav,unknown,ʌ m n i d e s p o l ə n t aɪ n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1148.wav,unknown,m a ɡ i tʃ i s k i s o m k r ɯ q l e s a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1929.wav,unknown,m e s k o l k a s t oː t eː t a i z i d e l e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1866.wav,unknown,ɛ t a t ə ŋ ɡ o l d f k r a ʃ f ɔ t a k v ø s k r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1354.wav,unknown,f a j e z k k a n l m o k r i i z e p o m i n aɪ e ts ʌ n e v f ɔ ʒ y z ə n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1140.wav,unknown,t ɪ x i v ɪ tʃ ʌ k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1809.wav,unknown,m e n e m p k r e f o l o s p k r a v i s t i ts e l oɪ o l n o tʃ ʃ t o b e z a k o n t r i t ts e v a o k r a m b o l t o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1044.wav,unknown,k o k r a s i n e j e a v l a k a n e z e l o n aɪ t k r a v e v y m ɡ l e d i t a p e tʲ i t n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1674.wav,unknown,v e z i n t e k r i n e t a t o t a l tʃ e n s t k o l ʃ n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1986.wav,unknown,q o p i t l e ɡ a k s t o r a o t n a ts o a p k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1301.wav,unknown,v e t o ʃ e e p a l a v i s a n oɪ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1160.wav,unknown,a s t a l a t k i u f k u s s ʃ a k a l a n t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1038.wav,unknown,l e tʃ e n i n d i l a j o t v y ʒ y z ə n y n t e k p r e s n e ɪ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1457.wav,unknown,e z d a k l a v ɔ b o k r a z ʒ e z n i v a ʒ y n t e l a d a l ɡ a l l e t e a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1174.wav,unknown,d iː x iː ʃ ʌ l ə s t l ɪ θ t ə v ø 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1632.wav,unknown,i t e n m i n e p a m a ɡ aɪ t t r a z e v a s s t a j d i n x e k ts e m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1020.wav,unknown,ɲ e ʒ u n a j e s o n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1633.wav,unknown,s ʌ k r y k a l e t n i ə m b i l i e t a p ɔ v a t d l a t s t a v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1865.wav,unknown,ɲ e f o m e n t e f o p p r e z o ɡ r a ʒ a e t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1159.wav,unknown,v a d o k r a ʃ e o t k r i n e z a k e n t k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1115.wav,unknown,d iː x i ʃ ɔ p ʌ l t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1764.wav,unknown,s e l e d oɪ s v aɪ p m i t t a e a n i s f a n o t k r e a l m e s s t e o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1452.wav,unknown,ɡ ʌ l ʌ v o k i s m i s ʌ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1392.wav,unknown,k r a n d o ʒ o n e z e k a t n s e n d e v aɪ e t n e m b a k k r a s k a m i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1719.wav,unknown,ʃ aɪ s s t i e t a v o n o k r i n i p o q l oɪ i o m y k r e t ʌ v a k i n i l i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1326.wav,unknown,i t b v ɔ n a k e ŋ k k r aɪ k s e n e tʃ ɔ p n a p ə n d l dʒ ɹ ə 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1177.wav,unknown,ɔ f ɛ v ʌ n ɨ ɡ r ʌ ð ʌ ɡ a v oː k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1843.wav,unknown,o n d o tʃ n e z i n a l ʃ t o n d e l a j e t i n t v i ŋ ɡ a l s t e ts e l e o s k r i m i l o n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1063.wav,unknown,d ə p r e v e s i n aɪ s k r o v k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1200.wav,unknown,d e z z a b ɔ t t ə n i d i n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1679.wav,unknown,t e n v i r n e l i t k o f e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1508.wav,unknown,i z ð m i n n i n a tʃ e n aɪ j o ts e s v o n o k t r e n n e v ʌ m i k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1786.wav,unknown,v o l a x ʌ k r a ʃ o p a r i d a ts e s s t a m b oː x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1385.wav,unknown,p o t i ʃ e s t v i e n a m o k r i m a ɡ a t b y t k a m a n tʲ i tʃ n o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1551.wav,unknown,v o l d i ʃ n ʌ k r a b o t e d p a z e n a 
